final algo,Song Id,Song,name_of_song,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfccs_std_0,mfccs_std_1,mfccs_std_2,mfccs_std_3,mfccs_std_4,mfccs_std_5,mfccs_std_6,mfccs_std_7,mfccs_std_8,mfccs_std_9,mfccs_std_10,mfccs_std_11,mfccs_std_12,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_skewness,spectral_constrast_mean0,spectral_constrast_mean1,spectral_constrast_mean2,spectral_constrast_mean3,spectral_constrast_mean4,spectral_constrast_mean5,spectral_constrast_mean6,spectral_contrast_std0,spectral_contrast_std1,spectral_contrast_std2,spectral_contrast_std3,spectral_contrast_std4,spectral_contrast_std5,spectral_contrast_std6,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_skewness,zero_crossing_rate_mean,zero_crossing_rate_std,zero_crossing_rate_skewness,tempo
Class_Ca,58,Chapa chapa charkha chale,chapa_chapa_charkha_chale.mp3,0.219675274,0.238523197,0.283779678,0.198728207,0.182027162,0.266101371,0.38215954,0.420551292,0.29214503,0.14082374,0.163930558,0.247598306,0.129922437,0.092295378,0.095986289,0.093568499,0.107881832,0.120292797,0.096241106,0.139899852,0.126778611,0.088811424,0.117153777,0.136452055,-121.7794808,102.1661954,-19.9717208,24.08617487,-3.451597843,3.946868654,-13.96403373,3.310633237,-8.2266453,5.794054875,-3.66165244,-0.20079957,-6.143833643,75.96610514,22.81533667,18.77635995,14.74365697,12.57651456,10.51257107,11.38610716,7.754778806,7.466632166,8.28292652,7.935021309,7.497077514,7.890459269,2127.119297,527.4564655,1.460046855,27.47059438,19.19569101,24.46107587,21.0981413,21.00167423,19.56546005,36.83981181,6.508970583,5.723243561,5.454842827,4.308233659,4.400394159,3.099432254,2.551721219,4347.232046,1191.795969,0.827543164,0.07532702,0.024636736,0.569866144,75.99954044
Class_Ha,59,Cheez Badi (Machine),cheez_badi_(machine).mp3,0.21960601,0.213431986,0.214594353,0.277313635,0.377068331,0.438330255,0.372817263,0.227198887,0.180914403,0.131526559,0.100260704,0.123828998,0.139992705,0.120701868,0.111374019,0.126711123,0.106428766,0.161265441,0.133640393,0.113394038,0.124558737,0.111197467,0.097124209,0.122205131,-98.96882234,81.13046417,6.746268369,10.92181017,9.120682038,6.732265118,-4.346384066,2.092112007,-6.151877128,7.616988788,-1.184732242,1.538253237,-1.073175685,61.01553764,35.48902395,25.62492839,17.53839151,18.49842869,16.99041033,13.36956481,13.51169735,13.37711506,11.66796945,10.56854363,9.764995336,9.488174689,2547.472927,1158.851043,1.538048873,26.43105033,20.75960479,22.52239618,21.20261073,20.63272607,19.52100485,34.6683653,6.71615329,6.194932203,6.224194352,4.754153718,3.979018171,3.369333596,2.946197704,5518.57913,2114.755807,0.066647849,0.070248441,0.057419117,3.086190381,95.703125
Class_Sa,60,Chithi aayi hai,chithi_aayi_hai.mp3,0.349299724,0.211095274,0.090007518,0.104162258,0.230850531,0.338871746,0.324142145,0.292630962,0.261094558,0.206903274,0.206783992,0.333167381,0.147156156,0.145726384,0.106263929,0.11014466,0.144362685,0.147955755,0.108020391,0.116401803,0.116494986,0.11707839,0.131522327,0.109863799,-133.0391309,55.27667957,2.318900384,16.59885393,-3.810820185,-4.832158184,-13.83934432,1.304033179,-6.766864539,6.654117267,-2.983943963,5.130183749,-5.983286944,54.35103452,29.69476449,18.63015565,14.8441135,12.98740871,9.905065875,11.70902611,7.586882639,9.467588206,9.160399553,8.719877546,7.276409156,6.977875875,3339.061588,988.6876389,0.671222558,29.33623341,21.19779035,24.49410423,24.81297285,23.17303148,20.78984305,36.27581119,6.044294404,4.986145279,5.000352805,4.167674978,4.472785359,3.845312801,2.951360299,6813.94213,1540.920488,-0.307942708,0.137673582,0.093684347,1.555292631,86.1328125
Class_Sa,61,Chithi na koi sandesh,chithi_na_koi_sandesh.mp3,0.221906304,0.093143377,0.057199894,0.263809269,0.34200961,0.268220376,0.159660824,0.186479838,0.179623313,0.17193266,0.254457859,0.299698783,0.191357048,0.12933298,0.086078508,0.20663581,0.263009463,0.176534658,0.174849559,0.164592614,0.175319175,0.20984691,0.171399687,0.195032811,-178.344192,72.79957236,32.85509657,24.02829206,14.57980548,16.54728225,-1.240852514,9.08019692,-6.219037353,10.51825731,0.25806201,7.003512314,-1.307549651,89.49441423,46.98718548,40.21742939,21.98892098,18.0872643,11.67654636,11.35682943,11.78797135,8.459680307,8.234526523,9.862017979,7.540963095,7.646905124,3010.702346,1562.580793,0.437000574,26.84007514,24.41835326,27.73471476,25.86570001,25.00494451,22.58079138,38.59803056,5.056735036,5.610920742,6.10413717,5.918775788,4.696638986,4.455844013,4.007138376,5991.459604,2594.257705,-0.431361297,0.064505846,0.042015853,1.753785554,112.3471467
Class_Ca,62,Chura Liya hai tumne jo Dil Ko,chura_liya_hai_tumne_jo_dil_ko.mp3,0.232642712,0.201871958,0.188226237,0.200769976,0.272029076,0.32329533,0.258744837,0.235305839,0.219848264,0.301199813,0.345534023,0.280669854,0.115556342,0.100452817,0.112476681,0.153635015,0.10367929,0.133915764,0.124639507,0.144094867,0.143173623,0.101936783,0.162024752,0.097490064,-129.2870711,87.6617711,-79.39194531,27.33592644,-21.29165227,11.22250158,-8.872150044,4.150323071,-10.52363301,-3.768340248,-7.587641615,1.043369643,-2.601961,78.18935988,21.38936237,20.33643179,14.13013705,11.59267486,13.32190668,8.403118353,9.610413226,7.087523394,8.422809644,10.36665345,6.712322886,7.988621312,2389.005459,356.9351656,0.42915895,24.08060832,18.13648502,21.58089186,21.12300683,21.74432324,21.71110956,40.14522511,7.646991584,5.937600036,5.66483104,5.074057915,5.25810054,3.460761025,5.413866145,4053.904653,668.1229897,0.249319445,0.155383603,0.037363932,-0.119687286,83.35433468
Class_Ha,63,Crazy Dil-Sonu Nigam (Crazy Dil),crazy_dilsonu_nigam_(crazy_dil).mp3,0.116129831,0.220291326,0.219366651,0.137207794,0.090728312,0.179783672,0.378988311,0.431910567,0.407972974,0.372757907,0.231234034,0.109577384,0.073292605,0.113619341,0.152149996,0.110486214,0.08439683,0.089719046,0.116051757,0.149626576,0.086578323,0.083105486,0.07671443,0.066966833,1.12552694,66.27138585,5.712146094,15.41337394,1.929189648,11.10175528,-5.374247351,6.147730319,1.003461589,7.728509446,2.058415042,4.639600049,-0.31611618,62.71288271,24.83411425,17.92292795,12.34811876,13.15539103,10.51169756,10.88193638,9.417716276,12.15048778,9.753100006,9.954029934,8.112669233,8.578206555,2898.853893,688.6509093,-0.5222972,27.78504021,18.39090605,24.39430426,22.7013469,22.6066814,19.58085784,34.16819021,5.406932412,5.447211229,4.623864737,4.143573792,4.638416455,4.871683914,4.872558164,6476.773336,1371.570884,-1.601103745,0.100523202,0.062389289,1.071980108,135.9991776
Class_Ha,64,Darde disco,darde_disco.mp3,0.367987273,0.267876381,0.087831418,0.073029317,0.185994583,0.287926528,0.353419725,0.358436053,0.282816072,0.182582682,0.188890927,0.307857447,0.143390442,0.117555144,0.062919032,0.065390036,0.155553881,0.162712395,0.096196972,0.120187321,0.100565614,0.106870022,0.115730215,0.114939274,-124.3438175,72.75166845,-0.932587056,19.43929479,1.877087342,11.1634492,6.874118785,4.666862321,2.602185617,10.21061976,-0.294217046,6.520535964,1.1678558,46.97198631,20.63578404,18.8154623,15.1521387,13.31261182,10.10838604,9.887441069,10.83653262,9.709467393,9.368044326,8.297935743,7.546764383,7.356881834,2600.859068,539.9082324,1.153767339,28.05917454,19.76671608,22.64484156,21.76537206,20.77563926,19.35134099,33.49557322,5.617347559,5.705692561,6.168414974,5.277836423,4.221627987,3.529035165,2.065123467,5720.273744,1164.948261,0.395635464,0.076258042,0.032534963,1.087554355,112.3471467
Class_Ca,65,Dhire dhire se meri zindagi mein aana,dhire_dhire_se_meri_zindagi_mein_aana.mp3,0.153177328,0.114268022,0.137721078,0.187120852,0.262047688,0.327325668,0.443227599,0.406148645,0.312375742,0.226571408,0.143264465,0.102623073,0.104690461,0.093570206,0.112676563,0.13189281,0.157324538,0.113818487,0.147275597,0.19284535,0.090332994,0.131603151,0.1024787,0.09968294,-144.4456221,102.6919172,16.76373432,18.3334076,16.52427735,15.51115977,2.987857745,7.231394644,-6.087132229,7.416985315,-0.741410618,0.482142314,-1.622444394,90.95514587,40.17695936,32.32139649,18.69928625,17.97645019,15.00026127,13.62459207,14.80549737,12.42728168,11.11775506,9.757596212,12.35475604,8.924487009,1823.872421,1011.428814,1.078378333,27.66103628,21.3734209,25.08440165,24.3111748,25.63824357,23.91635124,36.00582501,7.300170708,4.546895572,4.94926958,4.040956017,4.777644624,4.689606246,3.747235041,3977.267617,2359.443001,0.229411745,0.041996912,0.041907604,3.953427526,161.4990234
Class_Sa,66,Dhushman tu meri ,dhushman_tu_meri_.mp3,0.187847324,0.17947406,0.19959266,0.176921823,0.155160636,0.187680591,0.167259567,0.138757295,0.195245569,0.325205544,0.406066642,0.339501623,0.154750245,0.179735824,0.173449961,0.163347532,0.140773842,0.172632543,0.161728383,0.149541974,0.163721769,0.165770291,0.199898622,0.159382058,-125.509038,96.66494054,-4.53271432,35.8283198,-30.9892151,8.41298961,-27.68854737,4.500393756,-20.97374057,-2.34222283,-14.8713821,-5.115957721,-13.87025435,35.02539651,21.9366553,14.89625911,13.69170505,11.61436103,10.22421751,10.32001508,7.03997848,8.134904828,7.713928921,8.316646875,6.96152987,8.36169355,2193.325573,593.5577742,0.745261293,27.22872246,20.98328261,24.09133514,22.53224078,21.25117249,18.0439359,39.71426227,5.621364823,5.251816302,5.166204711,3.927833548,3.495743351,2.507830834,1.81588422,4822.82917,1151.169351,-0.281905428,0.061220718,0.030070145,1.641906954,89.10290948
Class_Ha,67,Didi tera devar deevana,didi_tera_devar_deevana.mp3,0.295668257,0.357910331,0.300241569,0.210809108,0.203290117,0.258511234,0.276241068,0.227785012,0.234735413,0.268613311,0.249900666,0.238349152,0.094605008,0.135325133,0.09827659,0.118544111,0.154720233,0.114795159,0.142106724,0.107361626,0.09868114,0.095703863,0.098966176,0.136116966,-199.5207334,102.5707228,-36.73919304,24.26222997,-20.41169874,22.79453523,-12.53341307,5.990592423,-9.482177975,-5.654634907,-4.708700882,-2.604061276,-7.504681186,45.36095179,24.54378876,20.73380977,14.3076137,10.44054758,13.98416127,12.65571522,13.50483916,10.50140998,10.60893899,12.31538972,8.988020364,9.224918141,2168.812873,493.6145454,0.405420568,32.70429414,18.61917524,21.64911954,23.5725744,23.02924591,20.25509968,37.72519796,5.848902165,5.318965717,4.426502986,4.003285088,3.820372381,3.057700764,2.734007392,4336.907109,1104.22764,-0.264754835,0.12723298,0.052705813,1.156732402,107.6660156
Class_Ha,68,Dil chori sada ho gya,dil_chori_sada_ho_gya.mp3,0.463394015,0.35714174,0.238803657,0.223760284,0.184500996,0.16536357,0.195792539,0.235210841,0.188721473,0.1414083,0.175310101,0.348440144,0.169561232,0.129329605,0.104992902,0.100714424,0.099648317,0.115312797,0.114404724,0.143150782,0.146785033,0.09808535,0.097394501,0.153997766,-16.55810626,94.41530082,-16.39939298,9.896160908,8.281707751,-1.370439181,-3.717209872,1.044310426,-7.761277158,4.099459637,-4.423543027,4.350312509,-6.057936464,62.57608161,27.55814553,22.00511719,15.43614357,17.54414025,14.39375178,9.829397973,11.6035128,11.78476538,8.712723823,8.92469007,8.613030005,9.253560001,2343.219137,744.4067401,2.15020781,27.79741623,17.85818975,22.63429914,19.89518378,20.72023815,21.15574491,33.57994724,6.310611257,5.373400133,5.446332934,4.101715789,3.637208521,4.725679722,2.584513673,4820.329185,1697.286632,0.709718378,0.072468005,0.032632353,0.361988781,99.38401442
Class_Sa,69,Dil de Diya hai Jaan bhi denge,dil_dia_hai_jaan_bhi_denge.mp3,0.33069474,0.256331139,0.203962058,0.17150824,0.100305649,0.089598984,0.158361735,0.277927333,0.297575507,0.319429436,0.361343853,0.381132227,0.147401727,0.111025936,0.142592641,0.13528211,0.093855866,0.074775456,0.111939887,0.124101548,0.106511898,0.101307627,0.117402563,0.129149718,-22.86910929,69.16653939,-4.171177077,11.99978496,-0.491099985,7.454563677,-5.362041273,6.713990328,-6.131075599,5.718984698,-5.363519991,6.09096184,-0.180985034,73.12607092,27.86618168,18.38874207,17.06697886,12.82319004,16.07106973,13.39714133,10.36249666,11.68484346,9.544220993,9.470027637,9.015606713,9.236488672,2860.585929,701.1423083,0.793183986,25.43708152,18.62855934,22.36963308,21.4553574,19.79205052,18.30197468,35.42596741,5.927651561,5.580280273,5.44074184,4.595839271,4.170214217,3.888412392,2.464749069,6190.829232,1274.970368,-0.514517616,0.085611916,0.044837675,1.159233086,129.1992188
Class_Ha,70,Dil Dia hai Jaan bhi denge,dil_de_diya_hai_jaan_bhi_denge.mp3,0.312453589,0.297703667,0.318734749,0.244456558,0.148947426,0.150970935,0.221893131,0.278807345,0.234018487,0.188620505,0.227971247,0.303066156,0.170741991,0.111868071,0.122892798,0.142478585,0.119604126,0.137837069,0.145860864,0.192809538,0.156720708,0.129030935,0.148698818,0.118901429,-31.85715867,94.67504244,-5.668552158,23.15112315,9.835781285,8.085771313,2.400640265,5.251964711,-6.087515549,-0.684174928,-3.900060118,3.822864316,-1.988631638,43.38358725,22.26421496,16.65367668,13.7203768,13.29311131,11.2919034,11.67655986,8.914678976,8.515518256,9.639547454,9.223065783,8.596589699,9.599186803,2201.140559,617.5645653,1.371683215,27.98312002,21.90313802,23.77788814,23.32430211,20.85143098,21.86573947,35.79471381,5.843641812,4.837360266,4.916768948,4.762846966,3.279706548,3.368615677,3.742237125,4666.259284,1472.495206,0.839487655,0.071343484,0.029241261,0.720031887,86.1328125
Class_Ca,71,Dil Dian gallan ,dil_dian_gallan_.mp3,0.11449959,0.166282434,0.224205207,0.204098728,0.222708268,0.236686914,0.297633712,0.323483309,0.335650986,0.318256059,0.241083862,0.148890913,0.131014671,0.157635679,0.171050563,0.131820159,0.156049928,0.123549758,0.153566147,0.173668853,0.13589494,0.165550376,0.138610647,0.164726502,-71.49420947,127.3155725,13.34275924,27.41982513,9.680569692,5.311973494,3.251307782,3.610963046,-5.469860851,7.628323482,-3.287267263,4.656899784,-0.73767049,56.47561071,25.20204724,19.36446894,13.67091057,13.58483911,12.58437389,9.322161909,7.971033696,9.014666226,9.294809072,9.46278249,8.887935531,7.99256957,1497.089388,605.3363195,2.432083258,29.77965526,21.40339424,25.46273418,25.31687986,23.25263122,22.25626024,33.7418291,5.720792168,4.529776422,4.492652284,4.16966927,4.222544173,4.405742412,3.136273763,3143.343493,1514.801688,1.277636333,0.039806071,0.018657598,1.424107435,103.359375
Class_Ca,72,Dil ne ye kaha hai Dil se,dil_ne_yeh_kaha_hain_dil_se__dhadkan__320kbps.mp3,0.23268,0.296877,0.285198,0.213441,0.179834,0.224073,0.296135,0.309104,0.268803,0.27367,0.265082,0.20874,0.149169,0.096255,0.134697,0.115042,0.106489,0.118706,0.130172,0.168087,0.130934,0.131174,0.131621,0.137298,-66.3696,71.76297,-13.0488,22.10371,6.80316,10.82709,1.685456,3.656326,-3.99495,9.670375,-2.20461,1.707323,-1.05011,44.04205,25.77323,17.29437,16.07634,14.93906,13.11614,12.65433,9.841294,10.59727,10.53184,9.72645,7.805808,9.271064,2741.801,765.3136,1.575908,30.7615,23.15111,25.61063,23.97364,21.77725,21.63326,33.53071,5.436328,5.308957,5.102713,4.84118,3.737859,3.567665,2.52408,5553.216,1418.446,0.351535,0.091496,0.031302,1.212692,161.499
Class_Ca,73,Dil Sambhal ja Jara,dil_sambhal_ja_jara.mp3,0.372884325,0.309010664,0.246206724,0.205095425,0.135658682,0.153955469,0.196494977,0.273202564,0.226636329,0.12246772,0.095120458,0.282884425,0.241493678,0.155024988,0.140172915,0.139886126,0.136067578,0.173412396,0.163722447,0.207352556,0.207954787,0.151765797,0.128124273,0.171317516,-124.6680911,112.889459,21.42173133,30.45069007,-2.872754584,16.7692679,-3.207748649,6.069214464,-11.95615369,5.380585575,-0.929690916,0.960365693,-6.813281004,89.98037529,29.60677637,18.49909107,15.83218437,15.15244891,11.48173207,12.3257049,11.63719888,9.717248118,12.84219721,10.2715293,8.616941758,9.77219995,1667.023857,716.3439749,1.365554672,29.63016896,25.39688528,29.54792254,25.65619337,26.22093045,26.23297906,58.94300292,6.294848015,5.343529058,5.093156634,4.087663404,5.03943587,4.941923027,4.346782238,3768.906377,1909.882836,0.421340539,0.04552977,0.020255101,1.239406624,99.38401442
Class_Ha,74,Dj wale Babu,dj_wale_babu.mp3,0.227038618,0.218083367,0.225788575,0.23404919,0.210472542,0.229297764,0.245475275,0.281726821,0.25577551,0.261936424,0.25763514,0.225748104,0.168476401,0.15631479,0.149559092,0.168785158,0.135691096,0.158670418,0.156408039,0.164381175,0.167184738,0.133515365,0.173269451,0.180864841,-90.84004634,60.19172822,-0.838820987,2.095151467,-0.22996846,-7.172943351,-11.28084415,-1.488700189,-10.41859618,-1.47372266,-8.606365564,-3.512137782,-2.809473088,97.52037743,37.39458833,30.04663522,26.10623891,19.75169194,19.09885484,15.66407963,13.9484661,14.39002086,11.45084646,13.76288657,11.99502462,11.94539181,3061.653476,970.6587256,0.291110462,24.93992978,21.13600714,23.5222468,22.30050701,20.76665168,21.78999098,34.97060741,6.73545012,6.29235213,6.205929279,6.777918863,5.438949952,6.186127689,3.254647915,6522.731391,1908.021667,-0.66375871,0.093472035,0.058952432,1.627960409,112.3471467
Class_Ca,75,Dum dum udti hai dua,dum_dum_udti_hai_dua.mp3,0.303264996,0.223049949,0.126058256,0.158206764,0.377131563,0.487207979,0.345294933,0.145283982,0.14946872,0.170103268,0.149185969,0.207587864,0.137853072,0.121142823,0.127485743,0.103543119,0.111545458,0.129207761,0.098772946,0.1255298,0.126037877,0.144450473,0.117774712,0.121950287,-100.3242172,98.33799532,3.008571957,10.17907378,-9.898123341,15.51314751,-2.388578571,-0.830810131,-7.916968981,5.783611255,-0.072914304,5.943105677,-4.088502094,77.62969877,38.42143252,20.65018548,20.25397974,18.48415989,14.27913784,14.21483854,11.03628539,11.66955887,12.92008469,9.081128897,11.11103004,12.3577577,1952.349394,614.8883363,0.079341664,29.23160351,23.75352691,28.51100742,27.56590029,25.03221189,21.32491936,35.78418759,6.66963266,5.922707846,6.161666504,4.63812753,5.868631159,4.6024669,3.341348888,4202.582921,1542.506066,-0.332555987,0.07078283,0.033801659,0.866376882,151.9990809
Class_Ha,76,Ek ajnabi Haseena se,ek_ajnabi_haseena_se.mp3,0.149395031,0.149575149,0.156336109,0.134156701,0.191028286,0.251695945,0.265443532,0.25593333,0.301108161,0.317939105,0.291903718,0.181582575,0.158419967,0.139327013,0.156330902,0.141011129,0.169743033,0.214759435,0.154380362,0.194843094,0.154499491,0.210093979,0.216372476,0.163532088,-111.5609597,97.44353467,24.37871225,31.64972302,13.88608296,9.963186789,4.22263762,9.699033997,-4.782140366,10.21850914,-0.823625174,1.401154088,-2.578783882,55.87815514,26.82248419,16.52808381,18.13409199,15.17971478,10.91527912,13.011963,10.94437718,9.82425552,12.44626043,9.642062078,7.762590279,9.447789796,1838.258175,715.9243529,1.79507035,29.72304647,25.47116773,28.32813958,25.71466406,24.56047899,22.90589398,35.96558961,5.265770132,5.073232745,5.91266826,4.814301756,4.690011711,4.439222912,3.445631546,4272.490831,1855.639077,0.444302395,0.041777903,0.021505697,1.380548149,129.1992188
Class_Ha,77,Ek do teen char,ek_do_teen_char.mp3,0.177164759,0.131176846,0.135274398,0.1967563,0.275126755,0.319425487,0.33645789,0.379479107,0.398230925,0.328705535,0.263038233,0.205493656,0.099018318,0.100142109,0.092854009,0.080449174,0.051598388,0.064701264,0.065790396,0.075117263,0.079736355,0.060103896,0.112948575,0.083253054,-37.15875237,84.46370785,6.043889122,21.00065241,6.384493473,7.5165683,5.003796126,10.93597184,4.442628965,8.527493762,-0.816292143,4.072572805,-0.189238266,111.8474755,20.3875692,22.00483511,16.33188022,13.75070459,13.43278821,9.878285523,8.104469824,7.491832968,7.445299611,8.812088379,7.176749648,7.864936877,2379.39318,797.455686,-1.021525552,25.19770284,15.11048364,17.82500793,20.6701745,20.08616497,18.15508957,33.03527096,5.829868545,4.057071316,4.474978682,4.74015688,4.091203847,2.872929725,2.817641672,5370.227051,2000.420283,-1.169099377,0.068754753,0.037886678,0.009275574,135.9991776
Class_Ca,78,Enna Sona,enna_sona.mp3,0.174348398,0.167294271,0.198938639,0.194159848,0.245114614,0.297333055,0.311148536,0.245906484,0.199078337,0.222112514,0.238154053,0.207178435,0.184600118,0.14459412,0.160407075,0.163264717,0.156481948,0.217321594,0.16337133,0.213630718,0.168594852,0.162668948,0.199450628,0.154540351,-220.6995174,111.6721233,35.16582413,26.72744668,22.4540379,1.560825915,-2.652439155,6.516082671,-9.722975681,5.817612205,2.931949031,-3.286295068,-4.70704582,75.96757482,32.0665424,22.36468818,25.80189255,15.19601019,15.15398437,14.93374248,9.968657442,12.02196444,15.49811779,10.39250029,9.613780734,8.824311894,1636.791774,821.3858916,1.253030811,35.84449435,24.75129534,29.83298858,26.72231609,26.04951865,25.13769951,35.43814102,5.814348028,4.7335635,5.263304155,5.400778385,4.657306718,5.668037239,4.341101139,3662.169522,2313.536975,0.314159014,0.042098196,0.024383093,0.792952257,99.38401442
Class_Ex,79,Fashion ka hai ye Jalwa,fashion_ka_hai_ye_jalwa.mp3,0.195395398,0.164509373,0.137136274,0.164829855,0.23909396,0.233975087,0.213218125,0.270787984,0.36182695,0.404057152,0.343519049,0.258943487,0.115395438,0.110494389,0.102919634,0.09793415,0.141110818,0.122875063,0.126658218,0.136670295,0.112530589,0.13585266,0.133361451,0.1204204,-84.25394676,94.75561148,10.07532349,13.7038501,-3.946638561,14.18538443,-4.627051468,3.557875246,1.698350379,6.703835322,-0.842555823,3.17076238,-2.202539199,52.20680236,24.22059334,16.97325824,16.94500077,14.76926421,11.50921831,11.43089407,10.95049311,9.797069203,8.168083716,8.190234659,8.121931932,7.74177324,2358.959985,674.2809465,1.25741457,24.89620868,16.73887746,19.84205604,18.99229441,19.94872302,17.49024508,34.80610603,6.071179585,4.36065971,4.916390225,4.137993234,3.76914504,3.139815305,3.426920155,5447.383727,1371.376487,-0.139275918,0.060065774,0.027497658,1.929997317,117.4538352
Class_Ca,80,Fitoor,fitoor.mp3,0.282259797,0.241537894,0.213883512,0.194262207,0.189335463,0.182254156,0.211442253,0.141733509,0.167473863,0.207741586,0.266746277,0.293301583,0.175349312,0.22863267,0.205088262,0.186563469,0.185470949,0.146889333,0.189724486,0.135189394,0.159673255,0.202195347,0.166210594,0.228301014,-120.5418856,106.7268026,11.01159857,26.40195403,3.848234289,9.104263769,-3.142308397,3.15020737,-1.381532896,-0.205135073,-3.82837862,1.935209218,-10.22410253,55.45697653,23.80589062,14.78052505,20.95293677,9.900254059,8.413325784,11.1557564,10.05996886,11.9417284,11.43397293,10.65213994,9.182477005,9.777708715,1814.026514,502.9357663,0.13713085,32.00007709,24.40628882,28.29617273,27.17968786,27.12013037,24.73033943,36.05955877,5.47186335,5.622140596,5.113686878,4.523595313,4.913731186,5.143319066,4.029189933,3976.513455,1320.053427,-0.030968064,0.055836397,0.025064101,0.825751117,161.4990234
Class_Ha,81,Galla goodyian,galla_goodyian.mp3,0.249857303,0.27901497,0.332534964,0.29564482,0.17002991,0.143473997,0.183233585,0.239215484,0.328058116,0.377506605,0.343352628,0.290647989,0.063174103,0.072029768,0.090641474,0.075486381,0.08703259,0.077911423,0.101862736,0.087836206,0.055365973,0.066555898,0.052329891,0.062285761,-29.66742457,81.06877636,0.865475018,15.79632827,10.54206592,15.83363323,-2.030170258,5.791299035,-2.397835722,5.604453515,2.523461902,6.289488656,2.729351531,65.31360036,22.08013425,19.0265695,14.20361839,15.27029653,10.57889214,11.38233821,9.90322579,9.761601387,8.476914205,8.373555225,7.407949939,7.303483049,2526.924168,689.6345525,0.297630965,28.11987705,19.20759864,21.93012908,20.29655333,21.03917444,19.22573651,34.06386091,5.241504125,5.044176948,5.071555158,4.18425315,3.947908652,3.401558246,2.526106933,5737.656972,1494.466094,-0.657876747,0.068832917,0.037941299,0.666346984,117.4538352
Class_Ca,82,Gerua,gerua.mp3,0.196639393,0.251500411,0.270323694,0.224926955,0.21852864,0.262983677,0.321367651,0.284896941,0.271340762,0.278089822,0.246770431,0.211173814,0.133410667,0.125062464,0.150467275,0.107311047,0.131216335,0.098092831,0.146544303,0.152722335,0.122382802,0.154780144,0.125566231,0.150563524,-19.56559944,103.5674432,1.188862561,14.80274305,-2.308958158,1.035601318,-1.945834716,9.516012136,-7.762883668,7.636442367,-3.033625705,0.989226068,-0.674134814,39.67420329,17.70888821,13.03517623,10.85938812,9.987068319,9.399972416,9.607412011,8.646744955,9.424097527,7.909461433,8.405622649,7.522292951,8.386655505,2058.896097,465.0051615,1.609476423,30.96222917,18.45024337,24.5896063,26.33243502,23.08984888,23.9596546,36.64681181,5.609330549,4.478671808,4.497390646,4.632219364,3.330063692,4.144359222,3.594561316,4486.606203,1257.151273,0.891373278,0.07740675,0.021236854,0.431583331,172.265625
Class_An,83,Ghaati Trance (Ghaati Trance),ghaati_trance_(ghaati_trance).mp3,0.16883397,0.155234221,0.139373206,0.193209832,0.294281391,0.322620944,0.314901532,0.29440498,0.33103474,0.317475229,0.248379437,0.162832006,0.138189885,0.124364955,0.123292995,0.133096553,0.148616691,0.136788459,0.141878723,0.153019499,0.126005245,0.147337799,0.117885753,0.110607454,-7.705649758,54.01017706,5.227869026,24.49481143,1.026846396,4.357331992,3.050047488,10.6462493,-0.974584963,11.98326082,-1.002530965,6.110415451,1.858044247,49.35188601,20.81543307,22.95777543,17.05320632,14.20832864,12.8036151,12.00640662,10.3457679,13.97155381,9.148934812,8.66596921,9.617646214,7.90097665,3328.265603,768.1099983,1.542407105,25.35022213,16.6491066,18.75740785,19.03801387,18.20930089,18.69052918,35.84759918,5.346755111,4.627756838,4.824515856,3.912361815,3.234083584,3.478099525,3.081675548,6925.203958,1247.384524,-0.754916736,0.091036109,0.04114312,1.469407294,80.74951172
Class_Sa,84,Ghar - Pritam,ghar__pritam.mp3,0.283622942,0.256950014,0.203647805,0.207693811,0.163677399,0.17547563,0.249781196,0.375096405,0.384673943,0.278669657,0.153556586,0.171803009,0.140564508,0.144670802,0.118521369,0.108812892,0.102922548,0.178614081,0.159077988,0.116187668,0.181924337,0.137793932,0.120202067,0.122962316,-101.6001654,124.062868,14.53747952,15.23247149,15.25776057,-2.68683974,1.627480717,-1.418749836,-3.788059145,4.539369102,-8.147052609,5.836572337,-1.377769925,40.43846003,24.08777274,18.47280787,12.96232404,9.693927671,10.7284589,8.155311693,8.283421468,9.123067551,9.382816188,9.170962465,7.982947907,8.112740506,1754.393224,578.1560752,0.943806597,27.14606549,20.5444578,26.96493731,25.11012749,23.80259139,22.97508984,33.90219532,5.383833316,4.102151503,4.406497272,3.45592018,4.158932474,4.296864032,2.986687153,4058.554625,1982.29474,0.643715248,0.048887648,0.017643162,1.637228671,112.3471467
